Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
MP:0002912	abnormal excitatory postsynaptic potential	0.9958	>=0.20	1	-38.359	-2.636	EPS15 (1.98,893.0)	MARCH3 (1.488,1357.0)	NPR3 (1.334,1609.0)	ADAMTS3 (1.129,2057.0)	PIP4K2A (1.107,2101.0)	CHSY1 (1.047,2269.0)	TIAM2 (1.01,2374.0)	EMC4 (0.744,3420.0)	DCBLD2 (0.643,3896.0)	ACSL5 (0.602,4143.0)
GO:0010742	macrophage derived foam cell differentiation	0.9958	>=0.20	1	-27.079	-2.639	DPEP1 (2.41*,316.0)	CYP1B1 (2.139*,513.0)	ACSL5 (1.504,1410.0)	CD163L1 (1.494,1434.0)	KCNJ13 (1.189,2279.0)	FEZ2 (1.15,2408.0)	SLC35E3 (1.029,2834.0)	SERPINA1 (1.021,2872.0)	FIBIN (0.889,3449.0)	TMBIM4 (0.885,3461.0)
GO:0090077	foam cell differentiation	0.9958	>=0.20	1	-27.079	-2.639	DPEP1 (2.41*,316.0)	CYP1B1 (2.139*,513.0)	ACSL5 (1.504,1410.0)	CD163L1 (1.494,1434.0)	KCNJ13 (1.189,2279.0)	FEZ2 (1.15,2408.0)	SLC35E3 (1.029,2834.0)	SERPINA1 (1.021,2872.0)	FIBIN (0.889,3449.0)	TMBIM4 (0.885,3461.0)
ENSG00000047410	TPR PPI subnetwork	0.9958	>=0.20	1	-18.465	-2.639	DNMT1 (3.978*,9.0)	TAF2 (3.065*,75.0)	DOPEY1 (3.04*,80.0)	IKBKAP (2.549*,238.0)	ANAPC4 (2.446*,302.0)	PRIM1 (2.383*,357.0)	TIAM2 (2.138*,552.0)	KIAA0922 (1.992,698.0)	THUMPD1 (1.866,852.0)	ZC3HC1 (1.509,1494.0)
ENSG00000175115	PACS1 PPI subnetwork	0.9959	>=0.20	1	-27.905	-2.641	PIP4K2A (2.558*,271.0)	TIAM2 (1.785,995.0)	KLHL28 (1.524,1463.0)	DOPEY1 (1.354,1852.0)	USP35 (1.334,1904.0)	NTAN1 (1.178,2369.0)	N4BP2 (1.178,2370.0)	WWC2 (1.176,2383.0)	SLC35E3 (1.044,2845.0)	FEZ2 (1.041,2853.0)
GO:0019432	triglyceride biosynthetic process	0.9959	>=0.20	1	-24.653	-2.643	ACSL5 (2.727*,285.0)	ARRDC2 (2.483*,382.0)	UTS2 (1.438,1457.0)	CD163L1 (1.311,1750.0)	DPEP1 (1.021,2599.0)	ADAMTS17 (0.839,3320.0)	PIP4K2A (0.81,3431.0)	MEGF8 (0.799,3475.0)	SUSD5 (0.778,3571.0)	EMC4 (0.741,3734.0)
GO:0006706	steroid catabolic process	0.9959	>=0.20	1	-30.195	-2.644	TSPAN31 (2.106*,612.0)	GMPR2 (1.937,783.0)	GSDMC (1.78,971.0)	ACSL5 (1.429,1589.0)	SLC35E3 (1.401,1646.0)	NTAN1 (1.297,1873.0)	ADAMTS17 (1.197,2127.0)	SRBD1 (1.044,2626.0)	KIAA1586 (1.003,2812.0)	TMBIM4 (0.941,3058.0)
ENSG00000066777	ARFGEF1 PPI subnetwork	0.9959	>=0.20	1	-28.508	-2.645	ARMC5 (2.807*,110.0)	ZNF568 (1.843,766.0)	ARRDC2 (1.592,1172.0)	TNRC6A (1.386,1657.0)	DPEP1 (1.373,1687.0)	PCDHB16 (1.26,2008.0)	ADAMTS6 (1.169,2333.0)	MRPL23 (1.168,2337.0)	ROR2 (0.949,3233.0)	DENND2A (0.914,3388.0)
GO:0034362	low-density lipoprotein particle	0.9959	>=0.20	1	-21.673	-2.646	SERPINA1 (3.511*,142.0)	SERPINF1 (2.401*,424.0)	CBLC (2.283*,488.0)	MEI1 (1.885,763.0)	UTS2 (1.8,855.0)	MMP14 (1.576,1143.0)	FAM83E (1.561,1174.0)	ROR2 (1.543,1210.0)	FGFR4 (1.229,1902.0)	DOPEY1 (1.214,1939.0)
ENSG00000124228	DDX27 PPI subnetwork	0.9959	>=0.20	1	-24.169	-2.646	THUMPD1 (2.917*,393.0)	IKBKAP (2.603*,503.0)	ECE2 (2.284*,662.0)	CECR5 (1.703,1077.0)	TAF2 (1.406,1417.0)	KIAA1586 (1.342,1497.0)	IFT88 (1.307,1560.0)	ARMC5 (1.295,1582.0)	ANAPC4 (1.261,1642.0)	XPC (1.085,1960.0)
ENSG00000188687	SLC4A5 PPI subnetwork	0.9959	>=0.20	1	-28.244	-2.648	CECR5 (2.429*,312.0)	SRBD1 (1.726,983.0)	TSEN15 (1.417,1551.0)	AMOTL1 (1.377,1658.0)	DNMT1 (1.322,1818.0)	ZC3HC1 (1.307,1864.0)	ECE2 (1.232,2080.0)	PRIM1 (1.136,2415.0)	FGFR4 (1.125,2456.0)	CCDC8 (1.112,2512.0)
ENSG00000187672	ERC2 PPI subnetwork	0.996	>=0.20	1	-22.128	-2.65	FAM83E (2.174*,592.0)	USP35 (1.956,807.0)	POLB (1.484,1442.0)	FRZB (1.122,2309.0)	CECR5 (1.041,2590.0)	ECE2 (1.015,2687.0)	DOPEY1 (1.015,2689.0)	CD163L1 (0.961,2870.0)	MEGF8 (0.947,2922.0)	INPP5B (0.857,3281.0)
GO:0018107	peptidyl-threonine phosphorylation	0.996	>=0.20	1	-20.747	-2.651	TNRC6A (3.766*,31.0)	NSD1 (2.124*,511.0)	ZBTB7B (2.04*,588.0)	SCMH1 (1.955,675.0)	N4BP2 (1.436,1515.0)	DCBLD2 (1.417,1556.0)	KCNJ13 (1.308,1861.0)	KIAA0922 (1.279,1945.0)	SETD2 (1.195,2199.0)	CECR5 (1.145,2374.0)
ENSG00000103502	CDIPT PPI subnetwork	0.996	>=0.20	1	-32.886	-2.655	TSPAN31 (2.837*,183.0)	HHAT (1.516,1352.0)	MEI1 (1.478,1430.0)	MARCH3 (1.384,1640.0)	EMC4 (1.297,1863.0)	TMBIM4 (1.289,1891.0)	PAM (1.193,2211.0)	CCDC8 (1.152,2355.0)	ZBTB7B (1.097,2559.0)	TNRC6A (1.036,2773.0)
ENSG00000176749	CDK5R1 PPI subnetwork	0.996	>=0.20	1	-24.663	-2.655	HHAT (2.283*,351.0)	USP35 (2.157*,457.0)	COG4 (1.761,952.0)	TIAM2 (1.614,1216.0)	DLG5 (1.603,1246.0)	DENND2A (1.48,1530.0)	CCDC8 (1.222,2226.0)	AMOTL1 (1.221,2230.0)	GLT8D2 (1.188,2336.0)	SERPINA1 (1.186,2346.0)
GO:0045191	regulation of isotype switching	0.996	>=0.20	1	-34.968	-2.656	CRIP3 (3.601*,72.0)	HHAT (1.664,1158.0)	PCDHB16 (1.487,1458.0)	FAM83E (1.422,1597.0)	EMC4 (1.369,1723.0)	USP44 (1.314,1854.0)	ARMC5 (1.146,2320.0)	SLC39A8 (1.088,2510.0)	USP35 (1.039,2670.0)	ZBTB7B (1.034,2688.0)
ENSG00000166747	AP1G1 PPI subnetwork	0.9961	>=0.20	1	-24.516	-2.657	COG4 (2.566*,259.0)	DOPEY1 (2.099*,548.0)	PIP4K2A (1.887,790.0)	GAB1 (1.527,1392.0)	ZFAT (1.508,1434.0)	ARMC5 (1.285,2000.0)	CD163L1 (1.235,2150.0)	DNMT1 (1.188,2298.0)	ZNF568 (1.152,2423.0)	EPS15 (1.113,2574.0)
GO:2000191	regulation of fatty acid transport	0.9961	>=0.20	1	-25.789	-2.661	ZBTB7B (2.616*,237.0)	CBLC (2.059*,596.0)	SLC8A3 (1.903,764.0)	HIST1H1A (1.704,1023.0)	SCMH1 (1.593,1221.0)	MEI1 (1.571,1267.0)	CYP1B1 (1.484,1440.0)	GMPR2 (1.43,1567.0)	CRIP3 (1.375,1696.0)	IHH (1.183,2254.0)
GO:0042107	cytokine metabolic process	0.9961	>=0.20	1	-29.489	-2.662	GRAMD2 (1.495,1579.0)	MTMR11 (1.478,1622.0)	MCL1 (1.398,1822.0)	ARMC5 (1.208,2380.0)	SLC39A8 (1.161,2527.0)	KIAA1586 (1.118,2671.0)	ZFAT (0.988,3155.0)	TMBIM4 (0.981,3177.0)	USP35 (0.973,3221.0)	ZBTB7B (0.89,3535.0)
GO:0002369	T cell cytokine production	0.9961	>=0.20	1	-28.404	-2.664	TIAM2 (2.205*,494.0)	MTMR11 (1.553,1359.0)	POLB (1.506,1447.0)	IP6K3 (1.462,1539.0)	IHH (1.38,1730.0)	DCBLD2 (1.356,1790.0)	FAM83E (1.346,1815.0)	MEI1 (1.325,1867.0)	TSEN15 (1.258,2052.0)	CBLC (1.202,2203.0)
GO:0030317	sperm motility	0.9962	>=0.20	1	-26.49	-2.67	KCNJ13 (1.916,705.0)	WDR78 (1.906,707.0)	MEI1 (1.191,1329.0)	TMBIM4 (1.063,1565.0)	IQCC (1.058,1577.0)	CRIP3 (1.04,1612.0)	EMC4 (0.81,2171.0)	IFT88 (0.755,2333.0)	FAM83E (0.719,2474.0)	KIAA1586 (0.707,2514.0)
ENSG00000008300	CELSR3 PPI subnetwork	0.9962	>=0.20	1	-12.271	-2.671	DOPEY1 (2.516*,173.0)	GLT8D2 (2.096*,445.0)	LATS2 (1.943,594.0)	MEGF8 (1.843,713.0)	IKBKAP (1.826,729.0)	WWC2 (1.76,836.0)	EPS15 (1.721,907.0)	KIAA0922 (1.602,1161.0)	INPP5B (1.599,1168.0)	LAMB2 (1.58,1206.0)
ENSG00000029534	ANK1 PPI subnetwork	0.9962	>=0.20	1	-15.439	-2.671	IP6K3 (2.083*,570.0)	ADAMTS3 (1.981,656.0)	ECE2 (1.924,708.0)	PAM (1.861,773.0)	UTS2 (1.796,847.0)	TTN (1.533,1219.0)	SLC39A8 (1.496,1288.0)	MTMR11 (1.403,1492.0)	DCBLD2 (1.339,1654.0)	IKBKAP (1.197,2049.0)
GO:0060761	negative regulation of response to cytokine stimulus	0.9962	>=0.20	1	-24.706	-2.672	DPEP1 (3.633*,46.0)	FIBIN (1.659,1107.0)	UTS2 (1.577,1247.0)	GSDMC (1.343,1778.0)	INPP5B (1.214,2157.0)	ADAMTS5 (1.206,2176.0)	FBN2 (1.19,2227.0)	SERPINF1 (1.184,2242.0)	CBLC (1.114,2452.0)	TTC28 (1.061,2649.0)
MP:0004803	increased susceptibility to autoimmune diabetes	0.9963	>=0.20	1	-33.478	-2.675	HHAT (2.174*,498.0)	ADAMTS6 (2.016*,601.0)	KIAA0922 (1.912,686.0)	CRIP3 (1.685,948.0)	WDR76 (1.167,2081.0)	ECE2 (1.143,2155.0)	MCL1 (1.063,2399.0)	TBX15 (0.998,2645.0)	FAM198A (0.96,2793.0)	CRISPLD2 (0.952,2829.0)
MP:0008235	increased susceptibility to neuronal excitotoxicity	0.9963	>=0.20	1	-30.854	-2.675	ADAMTS3 (2.678*,172.0)	PAM (2.643*,185.0)	EMC4 (2.17*,449.0)	ECE2 (1.643,1129.0)	KIAA1586 (1.577,1257.0)	BAG3 (1.546,1331.0)	N4BP2 (1.51,1404.0)	MEGF8 (1.478,1484.0)	CYP1B1 (1.441,1577.0)	FAM198A (1.242,2176.0)
GO:0070570	regulation of neuron projection regeneration	0.9963	>=0.20	1	-35.583	-2.676	FAM198A (2.733*,240.0)	ZNF568 (2.002*,710.0)	FEZ2 (1.878,844.0)	SLC24A1 (1.512,1438.0)	TIAM2 (1.143,2415.0)	SUSD5 (1.003,2901.0)	HIST1H1A (0.96,3059.0)	PIP4K2A (0.918,3215.0)	CBLC (0.869,3437.0)	EMC4 (0.851,3522.0)
GO:0048679	regulation of axon regeneration	0.9963	>=0.20	1	-35.583	-2.676	FAM198A (2.733*,240.0)	ZNF568 (2.002*,710.0)	FEZ2 (1.878,844.0)	SLC24A1 (1.512,1438.0)	TIAM2 (1.143,2415.0)	SUSD5 (1.003,2901.0)	HIST1H1A (0.96,3059.0)	PIP4K2A (0.918,3215.0)	CBLC (0.869,3437.0)	EMC4 (0.851,3522.0)
ENSG00000204642	HLA-F PPI subnetwork	0.9963	>=0.20	1	-32.5	-2.676	ACSL5 (1.935,620.0)	SERPINA1 (1.436,1136.0)	PAM (1.427,1154.0)	EMC4 (1.275,1446.0)	ZFAT (1.094,1885.0)	ADAMTS17 (1.085,1924.0)	TSPAN31 (1.029,2102.0)	UTS2 (1.01,2173.0)	GRAMD2 (0.993,2238.0)	THUMPD1 (0.978,2293.0)
GO:0016042	lipid catabolic process	0.9963	>=0.20	1	-22.458	-2.68	ACSL5 (2.113*,673.0)	NTAN1 (1.855,973.0)	DPEP1 (1.668,1285.0)	MEI1 (1.637,1342.0)	CECR5 (1.427,1744.0)	ZFAT (1.308,2001.0)	SERPINA1 (1.163,2381.0)	MEGF8 (1.117,2534.0)	SERPINF1 (1.046,2761.0)	COG4 (0.971,3023.0)
GO:0002292	T cell differentiation involved in immune response	0.9963	>=0.20	1	-33.666	-2.681	KLHL28 (2.443*,343.0)	USP35 (2.385*,382.0)	SLC39A8 (1.85,904.0)	MARCH3 (1.822,954.0)	TIAM2 (1.714,1123.0)	INPP5B (1.609,1320.0)	POLB (1.506,1550.0)	HIST1H1A (1.303,2061.0)	CD163L1 (1.04,2974.0)	FAM83E (1.016,3061.0)
GO:0031343	positive regulation of cell killing	0.9963	>=0.20	1	-29.461	-2.681	MEI1 (2.982*,190.0)	UTS2 (2.148*,637.0)	TMBIM4 (1.965,800.0)	ARMC5 (1.768,1054.0)	INPP5B (1.761,1063.0)	ZNF568 (1.238,2124.0)	USP44 (1.224,2166.0)	CRIP3 (1.025,2802.0)	EMC4 (0.979,2970.0)	MEGF8 (0.917,3179.0)
GO:0016247	channel regulator activity	0.9963	>=0.20	1	-28.124	-2.682	FRZB (2.323*,398.0)	FAM83E (1.994,694.0)	SLC39A8 (1.651,1184.0)	ADAMTS17 (1.546,1380.0)	DCBLD2 (1.289,2008.0)	CRISPLD2 (1.185,2337.0)	ADAMTS3 (1.069,2768.0)	CD163L1 (1.06,2792.0)	EMC4 (1.048,2843.0)	GRAMD2 (1.042,2864.0)
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.9963	>=0.20	1	-26.566	-2.683	ZFAT (1.786,976.0)	TSPAN31 (1.708,1056.0)	ADAMTS6 (1.647,1142.0)	HHAT (1.388,1705.0)	CCDC8 (1.211,2193.0)	CRIP3 (1.035,2801.0)	KIAA1586 (1.029,2825.0)	ZC3HC1 (1.022,2854.0)	WDR78 (0.992,2980.0)	TMBIM4 (0.919,3274.0)
GO:0006754	ATP biosynthetic process	0.9963	>=0.20	1	-21.277	-2.683	EMC4 (2.103*,577.0)	MEGF8 (1.847,872.0)	KCNJ13 (1.777,982.0)	MRPL23 (1.668,1171.0)	GSDMC (1.562,1371.0)	LOXL4 (1.415,1689.0)	UTS2 (1.406,1710.0)	HHAT (1.277,2072.0)	ADAMTS6 (1.246,2157.0)	HSD11B2 (1.162,2436.0)
ENSG00000135972	MRPS9 PPI subnetwork	0.9964	>=0.20	1	-27.848	-2.683	ECE2 (3.146*,80.0)	TAF2 (2.476*,284.0)	SRBD1 (1.756,949.0)	MRPL23 (1.453,1500.0)	CECR5 (1.373,1691.0)	EMC4 (1.338,1781.0)	CD163L1 (1.221,2076.0)	SLC8A3 (1.219,2079.0)	IKBKAP (1.136,2347.0)	MEGF8 (1.021,2772.0)
ENSG00000155130	MARCKS PPI subnetwork	0.9964	>=0.20	1	-31.115	-2.69	PIP4K2A (2.769*,300.0)	EPS15 (1.717,1127.0)	TIAM2 (1.6,1309.0)	MATN3 (1.549,1392.0)	USP35 (1.438,1624.0)	ADAMTS6 (1.435,1629.0)	NTAN1 (1.433,1635.0)	LOXL4 (1.22,2117.0)	XPC (1.041,2647.0)	DOPEY1 (0.949,2956.0)
MP:0008660	increased interleukin-10 secretion	0.9964	>=0.20	1	-30.599	-2.69	CD163L1 (2.437*,373.0)	KIAA1586 (2.038*,641.0)	CHSY1 (1.823,872.0)	MARCH3 (1.426,1516.0)	SLC39A8 (1.356,1678.0)	KLHL28 (1.194,2086.0)	DPEP1 (1.12,2331.0)	DCBLD2 (1.065,2534.0)	ADAMTS5 (0.967,2914.0)	PIP4K2A (0.951,2976.0)
GO:0019915	lipid storage	0.9964	>=0.20	1	-30.706	-2.69	SLC35E3 (3.486*,34.0)	DPEP1 (2.182*,488.0)	SLC39A8 (1.943,762.0)	ACSL5 (1.925,783.0)	TSPAN31 (1.48,1605.0)	TMBIM4 (1.311,2027.0)	MARCH3 (1.276,2125.0)	KIAA0922 (1.027,2958.0)	SERPINA1 (0.992,3095.0)	HIST1H1A (0.97,3176.0)
GO:0071357	cellular response to type I interferon	0.9964	>=0.20	1	-32.979	-2.69	CRIP3 (1.892,544.0)	HIST1H1T (1.326,1192.0)	INPP5B (0.966,2033.0)	MTMR11 (0.921,2180.0)	MCL1 (0.893,2280.0)	EMC4 (0.836,2482.0)	ACSL5 (0.73,2916.0)	TSPAN31 (0.645,3329.0)	LOXL4 (0.53,3971.0)	XPC (0.529,3977.0)
GO:0060337	type I interferon-mediated signaling pathway	0.9964	>=0.20	1	-32.979	-2.69	CRIP3 (1.892,544.0)	HIST1H1T (1.326,1192.0)	INPP5B (0.966,2033.0)	MTMR11 (0.921,2180.0)	MCL1 (0.893,2280.0)	EMC4 (0.836,2482.0)	ACSL5 (0.73,2916.0)	TSPAN31 (0.645,3329.0)	LOXL4 (0.53,3971.0)	XPC (0.529,3977.0)
GO:0007626	locomotory behavior	0.9964	>=0.20	1	-29.096	-2.691	ECE2 (3.352*,71.0)	TIAM2 (1.9,965.0)	PAM (1.792,1126.0)	FAM198A (1.679,1314.0)	SLC8A3 (1.538,1589.0)	CD163L1 (1.476,1706.0)	GRAMD2 (1.331,2051.0)	CRIP3 (1.288,2156.0)	MEGF8 (1.123,2609.0)	PIP4K2A (1.12,2620.0)
MP:0008908	increased total fat pad weight	0.9965	>=0.20	1	-32.262	-2.693	DPEP1 (2.371*,290.0)	KCNJ13 (2.21*,388.0)	ADAMTS17 (1.732,956.0)	ZBTB7B (1.623,1177.0)	SERPINF1 (1.604,1205.0)	MEGF8 (1.478,1508.0)	CD163L1 (1.407,1696.0)	TMBIM4 (1.305,1984.0)	CRISPLD2 (1.204,2313.0)	ADAMTS6 (1.138,2555.0)
GO:0009306	protein secretion	0.9965	>=0.20	1	-24.872	-2.693	ARMC5 (3.128*,43.0)	SERPINA1 (2.1*,497.0)	MTMR11 (1.654,1143.0)	KIAA1586 (1.501,1490.0)	ACSL5 (1.45,1634.0)	SLC39A8 (1.388,1804.0)	PTPN13 (1.193,2464.0)	USP35 (1.119,2736.0)	DPEP1 (1.018,3168.0)	TMBIM4 (0.987,3289.0)
MP:0003222	increased cardiomyocyte apoptosis	0.9965	>=0.20	1	-31.611	-2.697	TTN (3.325*,56.0)	NPR3 (2.463*,276.0)	PAM (2.013*,589.0)	CYP1B1 (1.972,638.0)	BAG3 (1.757,916.0)	PHKB (1.653,1086.0)	TNRC6A (1.586,1210.0)	PCDHB16 (1.427,1569.0)	TSEN15 (1.374,1712.0)	ADAMTS5 (1.341,1797.0)
MP:0002945	abnormal inhibitory postsynaptic currents	0.9965	>=0.20	1	-33.728	-2.697	MEGF8 (1.375,1493.0)	FAM198A (1.37,1500.0)	HIST1H1A (1.29,1625.0)	EPS15 (1.28,1640.0)	ECE2 (1.023,2251.0)	SLC8A3 (0.966,2427.0)	CRIP3 (0.836,2851.0)	SLC24A1 (0.717,3380.0)	SLC39A8 (0.688,3506.0)	EMC4 (0.684,3521.0)
GO:0006895	Golgi to endosome transport	0.9965	>=0.20	1	-23.085	-2.699	DOPEY1 (1.814,939.0)	IKBKAP (1.761,1022.0)	FAM83E (1.723,1086.0)	GRAMD2 (1.589,1351.0)	HHAT (1.536,1475.0)	SRBD1 (1.412,1749.0)	ARRDC2 (1.366,1860.0)	TMBIM4 (1.284,2077.0)	USP35 (1.262,2140.0)	INPP5B (1.229,2248.0)
GO:0033209	tumor necrosis factor-mediated signaling pathway	0.9965	>=0.20	1	-30.122	-2.702	CRIP3 (2.9*,129.0)	ARRDC2 (2.881*,133.0)	MARCH3 (1.91,770.0)	ZNF568 (1.427,1603.0)	MEI1 (1.289,1984.0)	MRPL23 (1.261,2076.0)	INPP5B (1.167,2363.0)	KLHL28 (1.081,2675.0)	ARMC5 (1.059,2754.0)	GSDMC (0.993,3021.0)
GO:0051606	detection of stimulus	0.9965	>=0.20	1	-29.501	-2.702	SLC24A1 (5.869*,29.0)	IQCC (1.239,1788.0)	ADAMTS3 (0.869,2883.0)	SLC8A3 (0.779,3255.0)	MARCH3 (0.766,3313.0)	POLB (0.722,3521.0)	ZFAT (0.635,3937.0)	PTPN13 (0.601,4120.0)	SLC39A8 (0.595,4156.0)	PAM (0.581,4239.0)
GO:0032613	interleukin-10 production	0.9966	>=0.20	1	-36.822	-2.703	USP35 (2.871*,202.0)	HIST1H1A (2.0,739.0)	MEI1 (1.991,753.0)	POLB (1.826,961.0)	MTMR11 (1.676,1200.0)	INPP5B (1.45,1652.0)	FAM83E (1.277,2086.0)	KIAA0922 (1.26,2128.0)	CRIP3 (1.248,2169.0)	ZBTB7B (1.102,2608.0)
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.9966	>=0.20	1	-34.461	-2.704	USP35 (2.504*,312.0)	POLB (1.862,923.0)	MARCH3 (1.836,967.0)	CD163L1 (1.779,1057.0)	TIAM2 (1.635,1301.0)	INPP5B (1.475,1614.0)	WDR78 (1.176,2418.0)	SLC39A8 (1.109,2632.0)	MCL1 (1.057,2807.0)	GRAMD2 (0.983,3100.0)
ENSG00000198722	UNC13B PPI subnetwork	0.9966	>=0.20	1	-32.04	-2.705	EPS15 (2.595*,336.0)	FAM83E (1.561,1192.0)	SLC24A1 (1.508,1296.0)	FEZ2 (1.069,2413.0)	ADAMTS6 (1.006,2655.0)	MATN3 (0.876,3236.0)	AAGAB (0.828,3440.0)	MEI1 (0.816,3493.0)	USP35 (0.81,3528.0)	ARRDC2 (0.76,3779.0)
GO:0035710	CD4-positive, alpha-beta T cell activation	0.9966	>=0.20	1	-31.972	-2.706	USP35 (3.159*,90.0)	MARCH3 (1.995,723.0)	POLB (1.744,1092.0)	CD163L1 (1.738,1101.0)	INPP5B (1.586,1382.0)	CRIP3 (1.529,1513.0)	HIST1H1A (1.521,1533.0)	KLHL28 (1.417,1786.0)	SLC39A8 (1.382,1885.0)	ZBTB7B (1.359,1949.0)
ENSG00000141985	SH3GL1 PPI subnetwork	0.9966	>=0.20	1	-23.644	-2.708	TIAM2 (1.574,1335.0)	PIP4K2A (1.563,1360.0)	ADAMTS3 (1.547,1394.0)	ZFAT (1.346,1812.0)	NTAN1 (1.189,2258.0)	EPS15 (1.135,2437.0)	TBX15 (1.098,2559.0)	LOXL4 (1.082,2618.0)	PTPN13 (1.076,2649.0)	XPC (1.069,2677.0)
GO:0003777	microtubule motor activity	0.9966	>=0.20	1	-7.896	-2.711	WDR78 (4.918*,93.0)	IFT88 (3.915*,209.0)	SETD2 (2.267*,539.0)	MTMR11 (1.717,852.0)	PTPN13 (1.508,1072.0)	POLB (1.359,1289.0)	PRIM1 (1.313,1358.0)	CRIP3 (1.298,1385.0)	USP35 (1.243,1479.0)	TTC28 (1.161,1675.0)
GO:0034340	response to type I interferon	0.9967	>=0.20	1	-33.085	-2.715	CRIP3 (1.861,562.0)	HIST1H1T (1.256,1301.0)	INPP5B (0.961,2051.0)	MTMR11 (0.956,2074.0)	MCL1 (0.93,2158.0)	EMC4 (0.846,2424.0)	ACSL5 (0.741,2854.0)	TSPAN31 (0.656,3268.0)	XPC (0.577,3682.0)	ARRDC2 (0.557,3797.0)
GO:0046463	acylglycerol biosynthetic process	0.9967	>=0.20	1	-24.111	-2.715	ACSL5 (2.688*,316.0)	ARRDC2 (2.504*,368.0)	UTS2 (1.604,1183.0)	MTMR11 (0.9,3033.0)	SUSD5 (0.823,3371.0)	FAM83E (0.755,3665.0)	ZBTB7B (0.735,3750.0)	PIP4K2A (0.731,3776.0)	ZNF568 (0.714,3853.0)	EMC4 (0.703,3911.0)
GO:0046460	neutral lipid biosynthetic process	0.9967	>=0.20	1	-24.111	-2.715	ACSL5 (2.688*,316.0)	ARRDC2 (2.504*,368.0)	UTS2 (1.604,1183.0)	MTMR11 (0.9,3033.0)	SUSD5 (0.823,3371.0)	FAM83E (0.755,3665.0)	ZBTB7B (0.735,3750.0)	PIP4K2A (0.731,3776.0)	ZNF568 (0.714,3853.0)	EMC4 (0.703,3911.0)
GO:0015992	proton transport	0.9967	>=0.20	1	-37.843	-2.716	EMC4 (3.337*,94.0)	HSD11B2 (2.191*,566.0)	TMBIM4 (1.642,1240.0)	CRIP3 (1.528,1465.0)	IP6K3 (1.395,1745.0)	MEGF8 (1.352,1864.0)	SLC8A3 (0.98,2971.0)	PTH1R (0.976,2984.0)	POLB (0.904,3286.0)	PHKB (0.874,3405.0)
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0.9967	>=0.20	1	-24.21	-2.719	BAG3 (2.292*,466.0)	FGFR4 (2.269*,495.0)	PHKB (1.995,707.0)	ACSL5 (1.863,862.0)	MRPL23 (1.831,903.0)	TIAM2 (1.418,1574.0)	ZNF568 (1.383,1662.0)	SERPINF1 (1.334,1782.0)	ECE2 (1.267,1948.0)	CYP1B1 (1.164,2250.0)
ENSG00000184702	SEPT5 PPI subnetwork	0.9967	>=0.20	1	-32.166	-2.719	PIP4K2A (2.738*,284.0)	EPS15 (1.878,913.0)	GMPR2 (1.474,1515.0)	TIAM2 (1.26,2023.0)	LOXL4 (1.186,2215.0)	USP35 (1.169,2269.0)	FEZ2 (1.15,2328.0)	NTAN1 (1.081,2565.0)	GLT8D2 (1.0,2858.0)	USP44 (0.942,3072.0)
GO:0042108	positive regulation of cytokine biosynthetic process	0.9967	>=0.20	1	-34.52	-2.72	MTMR11 (1.911,880.0)	MCL1 (1.445,1702.0)	ZBTB7B (1.182,2419.0)	KLHL28 (1.06,2804.0)	UTS2 (1.046,2849.0)	CYP1B1 (1.008,2985.0)	TMBIM4 (0.996,3021.0)	ARMC5 (0.977,3098.0)	SCMH1 (0.882,3511.0)	KIAA1586 (0.803,3867.0)
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.9967	>=0.20	1	-25.345	-2.721	TTN (2.542*,382.0)	ADAMTS17 (2.404*,466.0)	UTS2 (1.575,1287.0)	FAM83E (1.553,1335.0)	SLC8A3 (1.448,1528.0)	PHKB (1.328,1801.0)	FBN2 (1.045,2579.0)	N4BP2 (1.005,2706.0)	KCNJ13 (0.986,2774.0)	IP6K3 (0.974,2807.0)
GO:0046640	regulation of alpha-beta T cell proliferation	0.9968	>=0.20	1	-33.687	-2.723	ZFAT (1.676,1150.0)	SRBD1 (1.557,1372.0)	KLHL28 (1.529,1425.0)	HHAT (1.463,1547.0)	KIAA0922 (1.388,1710.0)	POLB (1.345,1825.0)	ADAMTS6 (1.19,2268.0)	INPP5B (1.173,2325.0)	EPS15 (0.975,3017.0)	IQCC (0.927,3206.0)
